,annotation_original,annotation_unique,annotation_unique_extra,blob
3686,4.1,H3a,H3a.1,(2) Anlagevermögen
3687,"15, 16","H17a, H17b","H17a, H17b",Die Entwicklung des Anlagevermögens ist dem Anlagegitter zu entnehmen.
3688,"4.3, 13","H3a, None","H3a.3, None","Der gemäß § 285 Nr. 22 HGB auszuweisende Gesamtbetrag der Forschung- und Entwicklungskosten beträgt 77 Mio. € (im Vorjahr: 66 Mio. €), von denen 56 Mio. € (im Vorjahr: 0 Mio. €) in den selbst geschaffenen immateriellen Vermögensgegenständen des Anlagevermögens aktiviert wurden."
3689,4.1,H3a,H3a.1,Erhaltene Investitionszuschüsse in Höhe von 0 Mio. € (im Vorjahr 3 Mio. €) sind bei den Zugängen von den Anschaffungs- und Herstellungskosten der Anlagen abgesetzt.
3690,4.1,H3a,H3a.1,In den Abschreibungen sind Abschreibungen auf geringwertige Anlagegegenstände von 1 Mio. € (im Vorjahr: 1 Mio. €) enthalten.
3691,"4.1, 63","H3a, H81","H3a.1, H81",Im Geschäftsjahr wurden darüber hinaus außerplanmäßige Abschreibungen in Höhe von 1 Mio. € (im Vorjahr: 4 Mio. €) auf Sachanlagen vorgenommen.
3692,4.20,H3a,H3a.20,(3) Vorräte
3693,4.20,H3a,H3a.20,"in Mio. € 2016 2015
Roh-, Hilfs- und Betriebsstoffe 39 40
Unfertige Leistungen 7 8
Insgesamt 46 48"
3694,4.20,H3a,H3a.20,Wertberichtigungen zur Berücksichtigung des strengen Niederstwertprinzips und Reichweitenabschläge sind in Höhe von 11 Mio. € (im Vorjahr: 9 Mio. €) gebildet.
3695,4.23,H3a,H3a.23,Die Unfertigen Leistungen betreffen mit 6 Mio. € (im Vorjahr: 7 Mio. €) noch nicht abgerechnete Beförderungsleistungen (Triebfahrzeug- und Triebfahrzeugführerleistungen) für ausländische Bahnen.
3696,4.25,H3a,H3a.25,(4) Forderungen und sonstige Vermögensgegenstände
3697,4.25,H3a,H3a.25,"in Mio. € 2016 2015
Forderungen aus Lieferungen und Leistungen 161 193
Forderungen gegen verbundene Unternehmen 345 352
Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht 8 11
Sonstige Vermögensgegenstände 17 21
in Mio. € 2016 2015
Insgesamt 531 577"
3698,4.25,H3a,H3a.25,Die Wertberichtigungen auf Forderungen und sonstige Vermögensgegenstände belaufen sich auf 30 Mio. € (im Vorjahr: 17 Mio. €).
3699,"4.27, 6","H3a, H5","H3a.27, H5","Die Forderungen gegen verbundene Unternehmen beinhalten den Anspruch auf Verlustausgleich in Höhe von 229 Mio. € (im Vorjahr: 242 Mio. €), Forderungen aus Gewinnabführungsverträgen in Höhe von 13 Mio. € (im Vorjahr: 13 Mio. €) und Forderungen aus Lieferungen und Leistungen in Höhe von 103 Mio. € (im Vorjahr: 97 Mio. €)."
3700,"4.28, 6","H3a, H5","H3a.28, H5","Die Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, beinhalten Forderungen aus Lieferungen und Leistungen in Höhe von 8 Mio. € (im Vorjahr: 11 Mio. €)."
3701,4.29,H3a,H3a.29,Die Sonstigen Vermögensgegenstände enthalten mit 1 Mio. € (im Vorjahr: 2 Mio. €) Steuererstattungs-ansprüche.
3702,4.25,H3a,H3a.25,Die Restlaufzeiten sämtlicher Forderungen gehen nicht über 1 Jahr hinaus.
3703,4.38,H3a,H3a.38,(5) Gezeichnetes Kapital
3704,"4.38, 32","H3a, H37","H3a.38, H37","Das gezeichnete Kapital beträgt unverändert 256.001.000 €. Das Grundkapital ist eingeteilt in 51.200.200 auf den Inhaber lautende nennwertlose Stückaktien. Die Anteile werden vollständig von der DB AG, Berlin, gehalten."
3705,4.39,H3a,H3a.39,(6) Kapitalrücklage
3706,"4.39, 34","H3a, H40","H3a.39, H40","Die Kapitalrücklage weist per 31. Dezember 2016 unverändert einen Betrag von 277 Mio. € aus.
"
3707,4.40,H3a,H3a.40,(7) Gewinnrücklagen
3708,4.44,H3a,H3a.44,Die Gewinnrücklagen betreffen ausschließlich andere Gewinnrücklagen und weisen per 31. Dezember 2016 einen Betrag in Höhe von 7 Mio. € aus.
3709,4.44,H3a,H3a.44,Sie enthalten die Auflösungsbeträge der im Rahmen der Erstanwendung des BilMoG zum 1. Januar 2010 vorgenommenen Neubewertung von Rückstellungen in Höhe von insgesamt 7 Mio. €. Dieser Betrag wurde gemäß Art. 67 Abs.1 S. 3 EGHGB unmittelbar in die Gewinnrücklagen eingestellt.
3710,4.47,H3a,H3a.47,(8) Rückstellungen
3711,4.47,H3a,H3a.47,"in Mio. € 2016 2015
Rückstellungen für Pensionen und ähnliche Verpflichtungen 10 10
Steuerrückstellungen 4 3
Sonstige Rückstellungen 263 281
Insgesamt 277 294"
3712,4.48,H3a,H3a.48,Den Rückstellungen für Pensionen und ähnliche Verpflichtungen wurden im abgelaufenen Geschäftsjahr 8 Mio. € zugeführt (im Vorjahr: 6 Mio. €).
3713,4.48,H3a,H3a.48,"Am 13. Dezember 2012 haben die DB ML AG und die DB Cargo AG mit Wirkung zum 31. Dezember 2012 den schuldbefreienden Schuldbeitritt der DB ML AG mit Erfüllungsübernahme im Innenverhältnis bezüglich bestimmter von der DB Cargo an ihre Mitarbeiter erteilter Pensionszusagen vereinbart. Im Gegenzug hat die DB Cargo AG eine Zahlung in Höhe des nach handelsrechtlichen Bewertungsgrundsätzen ermittelten Barwerts der Pensionsverpflichtungen geleistet. Die Vereinbarung des Schuldbeitritts gilt auch für die Zukunft. Dementsprechend erfasst die DB Cargo AG den Dienstzeitaufwand des laufenden Jahres (5 Mio. €, im Vorjahr: 3 Mio. €) und leistet für die Schuldübernahme eine Zahlung in gleicher Höhe an die DB AG. Die vom Schuldbeitritt erfassten Pensionsrückstellungen werden folglich bei der DB AG
bilanziert. Die DB Cargo AG und die DB AG haften für alle bisherigen und zukünftigen Ansprüche der Pensionsberechtigten der Gesellschaft als Gesamtschuldner."
3714,4.48,H3a,H3a.48,Die ähnlichen Verpflichtungen enthalten Rückstellungen für Deferred Compensation in Höhe von 10 Mio. € (im Vorjahr: 10 Mio. €).
3715,"4.50, 47","H3a, H56","H3a.50, H56",Die sonstigen Rückstellungen setzen sich wie folgt zusammen:
3716,"4.50, 47","H3a, H56","H3a.50, H56","in Mio. € 2016 2015
Verpflichtungen im Personalbereich 113 111
Ausstehende Eingangsrechnungen 66 62
Erlösschmälerungen 14 9
Unterlassene Instandhaltung 23 22
Rückkaufverpflichtungen aus Leasingverträgen 0 53
Übrige Risiken 47 24
Insgesamt 263 281"
3717,"4.50, 47","H3a, H56","H3a.50, H56","Die Verpflichtungen im Personalbereich betreffen vor allem Urlaubsansprüche, Arbeitsmehrleistungen, Tantiemen sowie Altersteilzeit-, und Jubiläumsverpflichtungen. Die übrigen Risiken fassen alle weiteren ungewissen Verbindlichkeiten zusammen."
3718,"4.50, 47","H3a, H56","H3a.50, H56",Bei der DB AG ist zentral eine Rückstellung für Archivierungskosten sowie für Kosten künftiger Betriebsprüfungen gebildet.
3719,"4.48, 44","H3a, H53","H3a.48, H53",Das im Rahmen von Pensionsrückstellungen bestehende Deckungsvermögen (beizulegender Zeitwert 12 Mio. €; Anschaffungskosten 9 Mio. €) wird mit den korrespondierenden Pensionsverpflichtungen (12 Mio. €) verrechnet.
3720,"4.48, ","H3a, None","H3a.48, None","Den gemäß § 253 Abs. 6 Satz 2 und § 268 Abs. 8 HGB ansonsten zur Abführung gesperrten Beträgen stehen ausreichend freie Rücklagen (258 Mio. €) gegenüber, so dass keine Abführungssperre entstanden ist."
3721,38,H46,H46,"in € 2016
a) Selbst geschaffene immaterielle Vermögensgegenstände des Anlagevermögens 55
b) Ertrag aus Bewertung Deckungsvermögen gemäß § 253 Abs. 1 S. 4 HGB 0
Deckungsvermögen zum beizulegenden Zeitwert (12)
abzgl. Deckungsvermögen zu Anschaffungskosten (-9)
abzgl. Aufstockung Pensionsrückstellungen auf Zeitwert des Deckungsvermögens (-3)
= Potenziell abführungsgesperrter Betrag 55"
3722,,None,None,Das im Rahmen von Wertguthaben für Langzeitkonten bestehende Treuhandvermögen (beizulegender Zeitwert 9 Mio. €; Anschaffungskosten 8 Mio. €) wird mit der korrespondierenden Rückstellung (9 Mio. €) verrechnet.
3723,4.51,H3a,H3a.51,(9) Verbindlichkeiten
3724,"4.51, 49, 50","H3a, H61, H62","H3a.51, H61, H62","in Mio. € davon mit Restlaufzeit
2016 bis 1 Jahr größer 1 Jahr Davon über 5 Jahre 2015
Erhaltene Anzahlungen auf Bestellungen
96 23 73 - 116
Verbindlichkeiten aus Lieferungen
und Leistungen
75 75 - - 57
Verbindlichkeiten gegenüber verbundenen
Unternehmen
1.524 794 730 (590) 1.547
Verbindlichkeiten gegenüber Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
3 3 - - 4
Sonstige Verbindlichkeiten 20 20 - - 25
davon aus Steuern (9) (7)
davon im Rahmen der sozialen Sicherheit
(-) (-)
Insgesamt 1. 718 915 803 590 1. 749
davon zinspflichtig (1.335) (605) (730) (590) (1.338)"
3725,4.55,H3a,H3a.55,Die erhaltenen Anzahlungen beinhalten eine Vorauszahlung für einen langfristigen Transportvertrag.
3726,"4.58, 6","H3a, H5","H3a.58, H5",Die Verbindlichkeiten gegenüber verbundenen Unternehmen betreffen im Wesentlichen Darlehensverbindlichkeiten in Höhe von 1.055 Mio. € (im Vorjahr: 1.065 Mio. €) sowie kurzfristige Cashpoolverbindlichkeiten in Höhe von 280 Mio. € (im Vorjahr: 273 Mio. €). Darüber hinaus sind Zinsverpflichtungen in Höhe von 10 Mio. € (im Vorjahr: 10 Mio. €) und Umsatzsteuer in Höhe von 42 Mio. € (im Vorjahr: 39 Mio. €) enthalten. Die übrigen Verbindlichkeiten gegenüber verbundenen Unternehmen beinhalten Verbindlichkeiten aus Lieferungen und Leistungen in Höhe von 137 Mio. € (im Vorjahr: 160 Mio. €).
3727,4.59,H3a,H3a.59,"Die Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, beinhalten ausschließlich Verbindlichkeiten aus Lieferungen und Leistungen."
3728,54,H65,H65,(10) Haftungsverhältnisse
3729,54,H65,H65,"in Mio. € 201 6 201 5
Verbindlichkeiten aus Gewährleistungsverträgen 187 188
Insgesamt 1 87 188"
3730,"54, 55","H65, H66","H65, H66","Die Gesellschaft haftet gesamtschuldnerisch mit der DB AG für bestehende, nach handelsrechtlichen Vorschriften bewertete Verpflichtungen gegenüber ihren Pensionsberechtigten in Höhe von 187 Mio. € (im Vorjahr: 188 Mio. €). Mit einer Inanspruchnahme aus der gesamtschuldnerischen Haftung ist nicht zu rechnen, da die zugrunde liegenden Verpflichtungen durch die DB AG voraussichtlich erfüllt werden können."
3731,83,H104,H104,(11) Sonstige finanzielle Verpflichtungen
3732,83,H104,H104,"in Mio. € 2016 2015
Bestellobligo für Investitionen 387 332
Verpflichtungen aus Miet-, Leasing- und anderen Drittschuldverhältnissen 476 360
davon gegenüber verbundenen Unternehmen (309) (254)
Insgesamt 863 692"
3733,83,H104,H104,"Es bestehen bei einzelnen Lieferbeziehungen eigenständige Schuldanerkenntnisse in Höhe von 88 Mio. € (im Vorjahr 91 Mio. €), da die DB Cargo AG keine Anzahlungen leistet. Das hiermit verbundene Risiko wird abgesichert."
3734,83,H104,H104,"Die Verpflichtungen aus Miet-, Leasing- und anderen Drittschuldverhältnissen werden mit dem Nominalwert ausgewiesen. Die Steigerung der Verpflichtung aus Miet-, Leasing- und anderen Drittschuldverhältnissen betrifft im Wesentlichen einen im Berichtsjahr geschlossenen Kapazitätsnutzungsvertrag für Lokomotiven. Leasing hat für die Fremdfinanzierung betriebsnotwendiger Vermögensgegenstände nur eine untergeordnete Bedeutung. Insgesamt wurden im Geschäftsjahr 2016. Leasingraten (ohne Finanzierungsleasing) in Höhe von 14 Mio. € (im Vorjahr: 18 Mio. €) gezahlt."
3735,83,H104,H104,"Die zukünftigen Verpflichtungen aus Miet-, Leasing- und anderen Drittschuldverhältnissen werden wie folgt fällig:"
3736,83,H104,H104,"in Mio. € 2016 2015
Fälligkeiten
fällig bis 1 Jahr 221 222
fällig 1 bis 5 Jahre 156 98
fällig über 5 Jahre 99 40
Insgesamt 476 3 60"
3737,,None,None,(12) Finanzinstrumente
3738,57,H73,H73,Die DB Cargo AG setzt derivative Finanzinstrumente im Wesentlichen zur Absicherung von Währungsrisiken ein. Die Sicherungsgeschäfte werden grundsätzlich durch die DB AG mit externen Kontrahenten (Banken) abgeschlossen und innerhalb des Konzernverbunds weitergereicht (Spiegelgeschäfte).
3739,57,H73,H73,Das Volumen der abgeschlossenen Sicherungsgeschäfte ergibt sich aus der folgenden Übersicht der Nominalwerte
3740,57,H73,H73,"in Mio. € 2016 2015
Währungsbezogene Geschäfte
Devisenforwards /-swaps 0 0"
3741,"30, 57","H36, H73","H36, H73",Devisenforwards /-swaps (Devisentermingeschäfte) werden im Zusammenhang mit operativen Tätigkeiten abgeschlossen. Die Devisentermingeschäfte bestehen ausschließlich mit einer Restlaufzeit von unter einem Jahr und wurden mit aufgrund vertraglicher Vereinbarung erwarteten Zahlungen in fremder Währung zu Bewertungseinheiten zusammengefasst. Die Sicherungsgeschäfte wurden als Micro-Hedges gestaltet. Der Ausgleich erfolgt voraussichtlich vollständig und innerhalb eines Jahres.
3742,"31, 57","None, H73","None, H73",Die Marktwerte der Finanzderivate entsprechen dem Preis für die Auflösung bzw. Wiederbeschaffung der Geschäfte und stellen sich wie folgt dar:
3743,"31, 57","None, H73","None, H73","in Mio. € 2016 2015
Währungsbezogene Geschäfte
Devisenforwards /-swaps 0 0"
3744,"31, 57","None, H73","None, H73","Bei Währungssicherungen wird die Wirksamkeit der Sicherungsbeziehung prospektiv mit der Critical Terms Match Method überprüft. Diese wird angewendet, da jeweils alle wesentlichen Bewertungsparameter von Grund- und Sicherungsgeschäften übereinstimmen."
3745,,None,None,Erläuterungen zur Gewinn- und Verlustrechnung
3746,"4.66, 1, 59","H3a, H1b, H76","H3a.66, H1b, H76","Die Definition der Umsatzerlöse nach § 277 Abs. 1 HGB hat durch die Einführung des BilRUG mit Wirkung zum 1. Januar 2016 eine erhebliche Änderung erfahren. Infolgedessen war die Umgliederung von Erlösen, die zuvor als sonstige betriebliche Erträge klassifiziert wurden, in die Umsatzerlöse erforderlich. Daher ist die Vergleichbarkeit der Umsatzerlöse und der sonstigen betrieblichen Erträge mit den jeweiligen Beträgen des Vorjahres eingeschränkt. Wären die Bestimmungen des BilRUG schon in 2015 anwendbar gewesen, so wären für das Vorjahr Umsatzerlöse in Höhe von 3.481 Mio. € und sonstige betriebliche Erträge von 58 Mio. € auszuweisen."
3747,"4.66, 58","H3a, None","H3a.66, None",(13 ) Umsatzerlöse
3748,"4.66, 58","H3a, None","H3a.66, None","in Mio. € 2016 2015
Transport- und Speditionsleistungen
Marktbereich Montan 1.022 1.061
Marktbereich Chemie 600 594
Marktbereich Baustoffe, Industrie-/Konsumgüter 487 504
Marktbereich Automotive 386 409
Marktbereich Intermodal 710 692
3.205 3. 260
Sonstige Umsatzerlöse 235 106
Insgesamt 3.440 3. 368"
3749,"4.66, 58","H3a, None","H3a.66, None",Die Umsatzerlöse werden etwa je zur Hälfte im Binnenverkehr und im internationalen Verkehr erzielt.
3750,4.69,H3a,H3a.69,(14 ) Sonstige betriebliche Erträge
3751,"4.69, 65, 67","H3a, H84, H88","H3a.69, H84, H88","in Mio. € 2016 2015
Leistungen für Dritte und Materialverkäufe
Verkauf von Material und Energie
Sonstige Leistungen Dritte
1 08
in Mio. € 2016 2015
Erträge aus Leasing, Vermietung und Verpachtung 0 5
Erträge aus Schadensersatz und Kostenerstattungen 20 20
Erträge aus dem Abgang von Sachanlagen und immateriellen Vermögensgegenständen 99 19
Erträge aus der Auflösung von Rückstellungen 15 10
Erträge aus staatlichen Zuschüssen 9 4
Erträge aus der Auflösung von Wertberichtigungen auf Forderungen und Eingänge ausgebuchter Forderungen 3 1
Währungskursgewinne 1 2
Übrige Erträge 2 2
Insgesamt 149 171
davon periodenfremd (124 ) (35 )"
3752,4.69,H3a,H3a.69,Die Erträge aus dem Abgang von Sachanlagen und immateriellen Vermögensgegenständen beinhalten im Jahr 2016 im wesentlichen Buchgewinne aus Verkäufen von Lokomotiven an einen konzernexternen Schienenfahrzeugvermieter.
3753,"4.69, 1","H3a, H1b","H3a.69, H1b","Infolge der Neudefinition der Umsatzerlöse durch das BilRUG wurden wesentliche Beträge der ehemals sonstigen betrieblichen Aufwendungen in den Materialaufwand umgegliedert. Dadurch ist die Vergleichbarkeit des Materialaufwands und der sonstigen betrieblichen Aufwendungen mit den jeweiligen Beträgen des Vorjahres eingeschränkt. Wären die Bestimmungen des BilRUG schon in 2015 anwendbar gewesen, so wären für das Vorjahr ein Materialaufwand in Höhe von 2.105 Mio. € und sonstigen betriebliche Aufwendungen von 390 Mio. € auszuweisen"
3754,4.70,H3a,H3a.70,(15 ) Materialaufwand
3755,4.70,H3a,H3a.70,"in Mio. € 2016 2015
Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren
Aufwendungen für Energie
Strom 193 222
Stromsteuer 22 24
Diesel, sonstige Treibstoffe 71 73
sonstige Energien 3 3
289 322
Sonstige Betriebsmittel und bezogene Waren 14 14
Preis- und Wertberichtigungen Material -3 -3
300 333
Aufwendungen für bezogene Leistungen
Eingekaufte Leistungen Transport 853 761
Reinigung, Sicherheitsdienste, Entsorgungen, Winterdienst 8 9
Provisionen 12 11
Aufwendungen im Zusammenhang mit der Nutzung von Infrastruktur
Nutzung Trassen 388 408
Nutzung örtlicher Anlagen 133 127
521 535
Fahrzeugmieten 103 -
Sonstige bezogene Leistungen 87 79
1.584 1. 395
Aufwendungen für Instandhaltungen und Erstellung 2 86 266
Insgesamt 2.170 1.994"
3756,4.70,H3a,H3a.70,Die für selbsterstellte Anlagen bezogenen Lieferungen und Leistungen sind im Materialaufwand erfasst. Die Aktivierung im Anlagevermögen erfolgt über andere aktivierte Eigenleistungen.
3757,4.73,H3a,H3a.73,(16 ) Personalaufwand
3758,4.73,H3a,H3a.73,"In Mio. € 2016 2015
Löhne und Gehälter
für Arbeitnehmer 668 651
für zugewiesene Beamte
Zahlung an das Bundeseisenbahnvermögen 178 191
gemäß Art. 2 § 21 Abs. 1 und 2 Eisenbahnneuordnungsgesetz
direkt ausgezahlte Nebenbezüge 13 12
gesamt 859 854
Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung
für Arbeitnehmer
für zugewiesene Beamte 149 146
Zahlung an das Bundeseisenbahnvermögen 43 46
gemäß Art. 2 § 21 Abs. 1 und 2 Eisenbahnneuordnungsgesetz
gesamt 192 192
davon für Altersversorgung -27 -27
Insgesamt 1.051 1.046"
3759,4.80,H3a,H3a.80,(17 ) Sonstige betriebliche Aufwendungen
3760,"4.80, 65, 124","H3a, H84, None","H3a.80, H84, None","in Mio. € 2016 2015
Aufwendungen aus Leasing, Mieten und Pachten 60 170
Rechts-, Beratungs- und Prüfungskosten 21 18
Gebühren und Beiträge 6 7
Aufwendungen für Drucksachen und Büromaterial 4 4
Reise- und Repräsentationsaufwendungen 18 18
Forschungs- und Entwicklungskosten 8 9
Sonstige bezogene Dienstleistungen
Bezogene IT-Leistungen 79 120
Sonstige Kommunikationsdienste 9 9
Sonstige Serviceleistungen 85 84
173 213
Aufwendungen aus Schadensersatz 21 17
Wertberichtigungen auf Forderungen und sonstige Vermögensgegenstände 9 7
Verluste aus dem Abgang von Sachanlagen und immateriellen Vermögensgegenständen 2 1
Sonstige Steuern 0 0
Übrige Aufwendungen
Zuschüsse für Anlagen Dritter 0 0
Sonstiger personalbezogener Aufwand 31 33
Währungskursverluste 2 3
Sonstige übrige Aufwendungen 0 1
33 37
Insgesamt 355 501
davon periodenfremd (13) (10)"
3761,4.80,H3a,H3a.80,Aufwendungen für Fahrzeugmieten werden aufgrund der erstmaligen Anwendung des BilRUG im Berichtjahr unter Aufwendungen für bezogene Leistungen im Materialaufwand ausgewiesen. Der Rück-gang der bezogenen IT-Leistungen ist insbesondere auf die erstmalige Aktivierung von selbsterstellter Software zurückzuführen (Ausübung des Bilanzierungswahlrechts gemäß § 248 Abs. 2 HGB).
